seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	32605394	32605495	102	*	X1840	10480	32605313	32624037	18725	+	0	inside	80	EIF3M
chr11	33757842	33757903	62	*	X1846	966	33724556	33758025	33470	-	0	inside	121	CD59
chr11	34938193	34938292	100	*	X1848	51074	34896714	34937939	41226	-	253	upstream	253	APIP
chr11	43333582	43333700	119	*	X1853	8539	43333505	43366080	32576	+	0	inside	76	API5
chr11	46142866	46142958	93	*	X1854	51317	45950870	46142985	192116	-	0	inside	26	PHF21A
chr11	46722081	46722095	15	*	X1857	392	46698625	46722215	23591	-	0	inside	119	ARHGAP1
chr11	46722081	46722095	15	*	X1857	79797	46722317	46727466	5150	+	221	upstream	221	ZNF408
chr11	47663892	47663918	27	*	X1858	23788	47638858	47664206	25349	-	0	inside	287	MTCH2
chr11	47663973	47663989	17	*	X1859	23788	47638858	47664206	25349	-	0	inside	216	MTCH2
chr11	57092651	57092714	64	*	X1862	85456	57067103	57092413	25311	-	237	upstream	237	TNKS1BP1
chr11	57092787	57092816	30	*	X1863	85456	57067103	57092413	25311	-	373	upstream	373	TNKS1BP1
chr11	57435723	57435738	16	*	X1864	25921	57435474	57468659	33186	+	0	inside	248	ZDHHC5
chr11	58347072	58347264	193	*	X1865	9404	58294344	58345693	51350	-	1378	upstream	1378	LPXN
chr11	59436330	59436390	61	*	X1873	219988	59404192	59436511	32320	-	0	inside	120	PATL1
chr11	60928894	60929006	113	*	X1874	55048	60897728	60928916	31189	-	0	overlapStart	0	VPS37C
chr11	62358905	62358911	7	*	X1880	64852	62342517	62359109	16593	-	0	inside	197	TUT1
chr11	62439022	62439120	99	*	X1881	79081	62430289	62439241	8953	-	0	inside	120	LBHD1
chr11	62439022	62439120	99	*	X1881	790955	62439126	62441162	2037	+	5	upstream	5	UQCC3
chr11	62494558	62494729	172	*	X1882	100534595	62457734	62494857	37124	-	0	inside	127	HNRNPUL2-BSCL2
chr11	62494558	62494729	172	*	X1882	221092	62480097	62494857	14761	-	0	inside	127	HNRNPUL2
chr11	62494558	62494729	172	*	X1882	283237	62495584	62506108	10525	+	854	upstream	854	TTC9C
chr11	62559547	62559583	37	*	X1883	79064	62557787	62559486	1700	-	60	upstream	60	TMEM223
chr11	62559597	62559644	48	*	X1884	79064	62557787	62559486	1700	-	110	upstream	110	TMEM223
chr11	62559704	62559789	86	*	X1885	79064	62557787	62559486	1700	-	217	upstream	217	TMEM223
chr11	62572638	62572849	212	*	X1886	10482	62559598	62572964	13367	-	0	inside	114	NXF1
chr11	63685731	63685866	136	*	X1891	283248	63678693	63684316	5624	-	1414	upstream	1414	RCOR2
chr11	64781735	64781762	28	*	X1894	100528018	64781585	64808044	26460	+	0	inside	149	ARL2-SNX15
chr11	64781735	64781762	28	*	X1894	402	64781585	64789657	8073	+	0	inside	149	ARL2
chr11	64781804	64781830	27	*	X1895	100528018	64781585	64808044	26460	+	0	inside	218	ARL2-SNX15
chr11	64781804	64781830	27	*	X1895	402	64781585	64789657	8073	+	0	inside	218	ARL2
chr11	64863813	64863973	161	*	X1896	738	64863587	64879332	15746	+	0	inside	225	VPS51
chr11	64884908	64885012	105	*	X1897	741	64883875	64885170	1296	-	0	inside	157	ZNHIT2
chr11	65190126	65190197	72	*	X1898	283131	65190269	65212028	21760	+	71	upstream	71	NEAT1
chr11	65265270	65265332	63	*	X1900	378938	65265233	65273939	8707	+	0	inside	36	MALAT1
chr11	65553786	65554015	230	*	X1904	5017	65554505	65564690	10186	+	489	upstream	489	OVOL1
chr11	65667638	65667730	93	*	X1909	8061	65659692	65667997	8306	-	0	inside	266	FOSL1
chr11	65686150	65686172	23	*	X1910	10589	65686728	65689048	2321	+	555	upstream	555	DRAP1
chr11	65769462	65769572	111	*	X1911	84285	65764016	65769637	5622	-	0	inside	64	EIF1AD
chr11	65769462	65769572	111	*	X1911	8815	65769550	65771617	2068	+	0	overlapStart	0	BANF1
chr11	66115757	66115861	105	*	X1912	11041	66112843	66115161	2319	-	595	upstream	595	B4GAT1
chr11	68227512	68227574	63	*	X1917	55291	68228186	68382801	154616	+	611	upstream	611	PPP6R3
chr11	71814130	71814161	32	*	X1923	55004	71808338	71814433	6096	-	0	inside	271	LAMTOR1
chr11	72505194	72505205	12	*	X1924	10809	72465774	72504750	38977	-	443	upstream	443	STARD10
chr11	72505194	72505205	12	*	X1924	116985	72396114	72504750	108637	-	443	upstream	443	ARAP1
chr11	72524975	72525061	87	*	X1925	89849	72525451	72554717	29267	+	389	upstream	389	ATG16L2
chr11	72853917	72853998	82	*	X1926	9873	72547790	72853143	305354	-	773	upstream	773	FCHSD2
chr11	73498934	73499100	167	*	X1928	51642	73498917	73575656	76740	+	0	inside	16	MRPL48
chr11	73498779	73498783	5	*	X1929	51642	73498917	73575656	76740	+	133	upstream	133	MRPL48
chr11	73587686	73587711	26	*	X1930	51287	73583713	73587890	4178	-	0	inside	178	COA4
chr11	73587686	73587711	26	*	X1930	80227	73587744	73638781	51038	+	32	upstream	32	PAAF1
chr11	73587734	73587762	29	*	X1931	51287	73583713	73587890	4178	-	0	inside	127	COA4
chr11	73587734	73587762	29	*	X1931	80227	73587744	73638781	51038	+	0	overlapStart	0	PAAF1
chr11	74204518	74204542	25	*	X1935	387787	74202923	74204755	1833	-	0	inside	212	LIPT2
chr11	74204573	74204643	71	*	X1936	387787	74202923	74204755	1833	-	0	inside	111	LIPT2
chr11	74204692	74204703	12	*	X1937	387787	74202923	74204755	1833	-	0	inside	51	LIPT2
chr11	75273301	75273400	100	*	X1939	871	75273101	75283849	10749	+	0	inside	199	SERPINH1
chr11	76092564	76092578	15	*	X1941	5612	76061004	76091880	30877	-	683	upstream	683	THAP12
chr11	76092605	76092634	30	*	X1942	5612	76061004	76091880	30877	-	724	upstream	724	THAP12
chr11	76092649	76092685	37	*	X1943	5612	76061004	76091880	30877	-	768	upstream	768	THAP12
chr11	76381930	76381965	36	*	X1944	2615	76368568	76381791	13224	-	138	upstream	138	LRRC32
chr11	76381982	76382029	48	*	X1945	2615	76368568	76381791	13224	-	190	upstream	190	LRRC32
chr11	77348679	77348692	14	*	X1948	1207	77327196	77348851	21656	-	0	inside	158	CLNS1A
chr11	77899451	77899468	18	*	X1949	283219	77882298	77899664	17367	-	0	inside	195	KCTD21
chr11	77899451	77899468	18	*	X1949	57558	77899858	77925757	25900	+	389	upstream	389	USP35
chr11	77899528	77899582	55	*	X1950	283219	77882298	77899664	17367	-	0	inside	81	KCTD21
chr11	77899528	77899582	55	*	X1950	57558	77899858	77925757	25900	+	275	upstream	275	USP35
chr11	85375894	85375947	54	*	X1952	58487	85368608	85376182	7575	-	0	inside	234	CREBZF
chr11	86511334	86511371	38	*	X1953	11098	86511491	86663830	152340	+	119	upstream	119	PRSS23
chr11	93517515	93517678	164	*	X1954	9440	93517405	93546496	29092	+	0	inside	109	MED17
chr11	94823187	94823202	16	*	X1956	23052	94822974	94865815	42842	+	0	inside	212	ENDOD1
chr11	95657265	95657443	179	*	X1959	8898	95566044	95657371	91328	-	0	overlapStart	0	MTMR2
chr11	101980653	101980665	13	*	X1960	10413	101981192	102104154	122963	+	526	upstream	526	YAP1
chr11	101980693	101980732	40	*	X1961	10413	101981192	102104154	122963	+	459	upstream	459	YAP1
chr11	101980749	101980925	177	*	X1962	10413	101981192	102104154	122963	+	266	upstream	266	YAP1
chr11	108369221	108369255	35	*	X1965	143888	108342833	108369159	26327	-	61	upstream	61	POGLUT3
chr11	110583687	110583811	125	*	X1966	57569	110447759	110583912	136154	-	0	inside	100	ARHGAP20
chr11	118781611	118781683	73	*	X1971	283149	118766851	118781613	14763	-	0	overlapStart	0	BCL9L
chr11	118889034	118889070	37	*	X1972	100500840	118889654	118889722	69	+	583	upstream	583	NA
chr11	118889034	118889070	37	*	X1972	51399	118889241	118894385	5145	+	170	upstream	170	TRAPPC4
chr11	118889034	118889070	37	*	X1972	6230	118886422	118889057	2636	-	0	overlapStart	0	RPS25
chr11	118973000	118973031	32	*	X1974	1798	118967213	118972852	5640	-	147	upstream	147	DPAGT1
chr11	120206713	120206816	104	*	X1975	23365	120207618	120360645	153028	+	801	upstream	801	ARHGEF12
chr11	124670404	124670448	45	*	X1976	79684	124636394	124670299	33906	-	104	upstream	104	MSANTD2
chr11	134094568	134094745	178	*	X1981	112936	134094561	134117686	23126	+	0	inside	6	VPS26B
chr11	134094568	134094745	178	*	X1981	23310	134022337	134094426	72090	-	141	upstream	141	NCAPD3
chr11	134095252	134095561	310	*	X1982	23310	134022337	134094426	72090	-	825	upstream	825	NCAPD3
chr12	861431	861447	17	*	X1983	65125	862089	1020618	158530	+	641	upstream	641	WNK1
chr12	1099935	1100250	316	*	X1984	23085	1100404	1605099	504696	+	153	upstream	153	ERC1
chr12	1099935	1100250	316	*	X1984	5893	1021255	1099219	77965	-	715	upstream	715	RAD52
chr12	1703112	1703143	32	*	X1987	144699	1675159	1703331	28173	-	0	inside	187	FBXL14
chr12	2113932	2113946	15	*	X1988	196513	2050757	2113677	62921	-	254	upstream	254	DCP1B
chr12	6642530	6642554	25	*	X1989	2597	6643585	6647537	3953	+	1030	upstream	1030	GAPDH
chr12	6642584	6642717	134	*	X1990	2597	6643585	6647537	3953	+	867	upstream	867	GAPDH
chr12	6643745	6644030	286	*	X1991	2597	6643585	6647537	3953	+	0	inside	159	GAPDH
chr12	6876293	6876360	68	*	X1996	8079	6857158	6876641	19484	-	0	inside	280	MLF2
chr12	11323893	11324113	221	*	X2004	100129361	11323780	11328619	4840	+	0	inside	112	SMIM10L1
chr12	11323893	11324113	221	*	X2004	100533464	10998448	11324224	325777	-	0	inside	110	PRH1-PRR4
chr12	12877915	12878031	117	*	X2005	51202	12878851	12982915	104065	+	819	upstream	819	DDX47
chr12	12877915	12878031	117	*	X2005	81575	12878851	12944399	65549	+	819	upstream	819	APOLD1
chr12	12878852	12878943	92	*	X2006	51202	12878851	12982915	104065	+	0	inside	0	DDX47
chr12	12878852	12878943	92	*	X2006	81575	12878851	12944399	65549	+	0	inside	0	APOLD1
chr12	16035506	16035729	224	*	X2007	11171	16035288	16056410	21123	+	0	inside	217	STRAP
chr12	16064312	16064581	270	*	X2008	51071	16064186	16190315	126130	+	0	inside	125	DERA
chr12	19592152	19592224	73	*	X2009	121536	19592608	19675173	82566	+	383	upstream	383	AEBP2
chr12	22488206	22488402	197	*	X2010	6489	22346325	22487648	141324	-	557	upstream	557	ST8SIA1
chr12	22697229	22697246	18	*	X2011	9847	22601518	22697452	95935	-	0	inside	205	C2CD5
chr12	26277837	26277846	10	*	X2012	79365	26272959	26278003	5045	-	0	inside	156	BHLHE41
chr12	26277930	26278089	160	*	X2013	79365	26272959	26278003	5045	-	0	overlapStart	0	BHLHE41
chr12	26279092	26279163	72	*	X2014	79365	26272959	26278003	5045	-	1088	upstream	1088	BHLHE41
chr12	26279412	26279704	293	*	X2015	79365	26272959	26278003	5045	-	1408	upstream	1408	BHLHE41
chr12	27863526	27863603	78	*	X2016	60488	27863706	27909237	45532	+	102	upstream	102	MRPS35
chr12	27933269	27933473	205	*	X2017	57542	27933187	27955973	22787	+	0	inside	81	KLHL42
chr12	31478925	31478937	13	*	X2019	58516	31433520	31479159	45640	-	0	inside	221	SINHCAF
chr12	31478956	31478989	34	*	X2020	58516	31433520	31479159	45640	-	0	inside	169	SINHCAF
chr12	34175366	34175557	192	*	X2023	84920	34175216	34181236	6021	+	0	inside	149	ALG10
chr12	40499476	40499542	67	*	X2026	114134	40148823	40499661	350839	-	0	inside	118	SLC2A13
chr12	40499756	40499793	38	*	X2027	114134	40148823	40499661	350839	-	94	upstream	94	SLC2A13
chr12	44229330	44229351	22	*	X2028	84216	44229962	44783541	553580	+	610	upstream	610	TMEM117
chr12	44230047	44230093	47	*	X2029	84216	44229962	44783541	553580	+	0	inside	84	TMEM117
chr12	44230188	44230223	36	*	X2030	84216	44229962	44783541	553580	+	0	inside	225	TMEM117
chr12	45609878	45609990	113	*	X2031	196527	45609770	45834187	224418	+	0	inside	107	ANO6
chr12	45609878	45609990	113	*	X2031	51054	45566817	45609789	42973	-	88	upstream	88	PLEKHA8P1
chr12	46766383	46766537	155	*	X2035	54407	46751971	46766645	14675	-	0	inside	107	SLC38A2
chr12	48213948	48214133	186	*	X2037	51564	48176507	48213763	37257	-	184	upstream	184	HDAC7
chr12	48214147	48214280	134	*	X2038	51564	48176507	48213763	37257	-	383	upstream	383	HDAC7
chr12	48500246	48500263	18	*	X2039	29843	48436681	48500091	63411	-	154	upstream	154	SENP1
chr12	49393173	49393240	68	*	X2041	23109	49388933	49393088	4156	-	84	upstream	84	DDN
chr12	49525034	49525167	134	*	X2043	10376	49521567	49525304	3738	-	0	inside	136	TUBA1B
chr12	49760811	49761043	233	*	X2045	65244	49760688	49921207	160520	+	0	inside	122	SPATS2
chr12	50221875	50221893	19	*	X2046	100286844	50222326	50234937	12612	+	432	upstream	432	BCDIN3D-AS1
chr12	53342796	53343013	218	*	X2052	3875	53342655	53346685	4031	+	0	inside	140	KRT18
chr12	53400255	53400296	42	*	X2053	1975	53400062	53435993	35932	+	0	inside	192	EIF4B
chr12	53400333	53400435	103	*	X2054	1975	53400062	53435993	35932	+	0	inside	270	EIF4B
chr12	53574886	53574960	75	*	X2056	51380	53551447	53575135	23689	-	0	inside	174	CSAD
chr12	53575148	53575158	11	*	X2057	51380	53551447	53575135	23689	-	12	upstream	12	CSAD
chr12	53575184	53575218	35	*	X2058	51380	53551447	53575135	23689	-	48	upstream	48	CSAD
chr12	53693303	53693353	51	*	X2060	60314	53693470	53700965	7496	+	116	upstream	116	C12orf10
chr12	53693687	53693801	115	*	X2061	60314	53693470	53700965	7496	+	0	inside	216	C12orf10
chr12	53895248	53895420	173	*	X2062	7786	53874276	53893444	19169	-	1803	upstream	1803	MAP3K12
chr12	56109784	56110048	265	*	X2064	100528022	56109818	56118526	8709	+	0	overlapStart	0	BLOC1S1-RDH5
chr12	56109784	56110048	265	*	X2064	2647	56109818	56113871	4054	+	0	overlapStart	0	BLOC1S1
chr12	56360932	56360933	2	*	X2065	6490	56347889	56360496	12608	-	435	upstream	435	PMEL
chr12	56584013	56584039	27	*	X2066	6601	56555636	56583351	27716	-	661	upstream	661	SMARCC2
chr12	56651898	56651989	92	*	X2067	283373	56631591	56652143	20553	-	0	inside	153	ANKRD52
chr12	56843001	56843187	187	*	X2068	8914	56810157	56843200	33044	-	0	inside	12	TIMELESS
chr12	57482357	57482367	11	*	X2069	4665	57482677	57489259	6583	+	309	upstream	309	NAB2
chr12	58165758	58165793	36	*	X2071	25895	58166383	58176324	9942	+	589	upstream	589	EEF1AKMT3
chr12	58165758	58165793	36	*	X2071	4234	58162351	58165914	3564	-	0	inside	120	METTL1
chr12	58165852	58165963	112	*	X2072	25895	58166383	58176324	9942	+	419	upstream	419	EEF1AKMT3
chr12	58165852	58165963	112	*	X2072	4234	58162351	58165914	3564	-	0	overlapStart	0	METTL1
chr12	59989648	59989873	226	*	X2074	9194	59989821	60183635	193815	+	0	overlapStart	0	SLC16A7
chr12	59990013	59990029	17	*	X2075	9194	59989821	60183635	193815	+	0	inside	191	SLC16A7
chr12	59990102	59990103	2	*	X2076	9194	59989821	60183635	193815	+	0	inside	280	SLC16A7
chr12	62996679	62996818	140	*	X2078	406891	62997466	62997549	84	+	647	upstream	647	MIRLET7I
chr12	62996834	62996909	76	*	X2079	406891	62997466	62997549	84	+	556	upstream	556	MIRLET7I
chr12	64237882	64237911	30	*	X2080	57522	64238541	64541613	303073	+	629	upstream	629	SRGAP1
chr12	64615941	64616099	159	*	X2081	144577	64586419	64616076	29658	-	0	overlapStart	0	C12orf66
chr12	64798451	64798470	20	*	X2082	11260	64798153	64842463	44311	+	0	inside	297	XPOT
chr12	64845617	64845709	93	*	X2084	29110	64845840	64895899	50060	+	130	upstream	130	TBK1
chr12	64845999	64846092	94	*	X2085	29110	64845840	64895899	50060	+	0	inside	158	TBK1
chr12	69864239	69864291	53	*	X2093	10818	69864129	69973562	109434	+	0	inside	109	FRS2
chr12	69979304	69979559	256	*	X2094	100500903	69978502	69978603	102	-	700	upstream	700	MIR3913-1
chr12	69979304	69979559	256	*	X2094	10576	69979208	69995357	16150	+	0	inside	95	CCT2
chr12	70636904	70636943	40	*	X2095	4848	70636774	70748773	112000	+	0	inside	129	CNOT2
chr12	70636977	70637271	295	*	X2096	4848	70636774	70748773	112000	+	0	inside	202	CNOT2
chr12	72233635	72233691	57	*	X2097	64786	72233487	72320629	87143	+	0	inside	147	TBC1D15
chr12	76425233	76425367	135	*	X2101	22822	76419227	76425556	6330	-	0	inside	188	PHLDA1
chr12	77157621	77157647	27	*	X2103	23390	77157854	77247474	89621	+	206	upstream	206	ZDHHC17
chr12	77157667	77157822	156	*	X2104	23390	77157854	77247474	89621	+	31	upstream	31	ZDHHC17
chr12	77157839	77157885	47	*	X2105	23390	77157854	77247474	89621	+	0	overlapStart	0	ZDHHC17
chr12	77157905	77157939	35	*	X2106	23390	77157854	77247474	89621	+	0	inside	50	ZDHHC17
chr12	88535530	88535562	33	*	X2107	160418	88536073	88593664	57592	+	510	upstream	510	TMTC3
chr12	88973828	88973974	147	*	X2110	4254	88886570	88974250	87681	-	0	inside	275	KITLG
chr12	93772163	93772190	28	*	X2113	643339	93397534	93771512	373979	-	650	upstream	650	LOC643339
chr12	93772217	93772230	14	*	X2114	643339	93397534	93771512	373979	-	704	upstream	704	LOC643339
chr12	98897994	98898147	154	*	X2119	643770	98879322	98897633	18312	-	360	upstream	360	LINC02453
chr12	100593256	100593288	33	*	X2120	64431	100593865	100635629	41765	+	576	upstream	576	ACTR6
chr12	100593305	100593365	61	*	X2121	64431	100593865	100635629	41765	+	499	upstream	499	ACTR6
chr12	101801422	101801464	43	*	X2122	400	101786903	101801572	14670	-	0	inside	107	ARL1
chr12	105501542	105501819	278	*	X2126	23325	105501492	105562906	61415	+	0	inside	49	WASHC4
chr12	106751372	106751377	6	*	X2128	55703	106751436	106903976	152541	+	58	upstream	58	POLR3B
chr12	107349315	107349357	43	*	X2129	90488	107349544	107367813	18270	+	186	upstream	186	TMEM263
chr12	108522915	108522967	53	*	X2130	9671	108523511	108644313	120803	+	543	upstream	543	WSCD2
chr12	108522994	108523008	15	*	X2131	9671	108523511	108644313	120803	+	502	upstream	502	WSCD2
chr12	112123915	112124000	86	*	X2132	80724	112123857	112194911	71055	+	0	inside	57	ACAD10
chr12	112123915	112124000	86	*	X2132	8315	112079950	112123790	43841	-	124	upstream	124	BRAP
chr12	112451300	112451439	140	*	X2133	10961	112451152	112461024	9873	+	0	inside	147	ERP29
chr12	112451300	112451439	140	*	X2133	89894	112369087	112451023	81937	-	276	upstream	276	TMEM116
chr12	112451831	112451834	4	*	X2134	89894	112369087	112451023	81937	-	807	upstream	807	TMEM116
chr12	112847263	112847398	136	*	X2138	6128	112842994	112847443	4450	-	0	inside	44	RPL6
chr12	113623115	113623243	129	*	X2139	79039	113594978	113623284	28307	-	0	inside	40	DDX54
chr12	113623115	113623243	129	*	X2139	84934	113623555	113630119	6565	+	311	upstream	311	RITA1
chr12	115121830	115121878	49	*	X2140	6926	115108059	115121969	13911	-	0	inside	90	TBX3
chr12	115121893	115121915	23	*	X2141	6926	115108059	115121969	13911	-	0	inside	53	TBX3
chr12	115121962	115122034	73	*	X2142	6926	115108059	115121969	13911	-	0	overlapStart	0	TBX3
chr12	120554885	120554909	25	*	X2143	11021	120532899	120554643	21745	-	241	upstream	241	RAB35
chr12	120554937	120554954	18	*	X2144	11021	120532899	120554643	21745	-	293	upstream	293	RAB35
chr12	121647922	121648020	99	*	X2149	5025	121647664	121671909	24246	+	0	inside	257	P2RX4
chr12	122750819	122750916	98	*	X2153	65082	122692209	122751068	58860	-	0	inside	151	VPS33A
chr12	122751119	122751192	74	*	X2154	65082	122692209	122751068	58860	-	50	upstream	50	VPS33A
chr12	122907032	122907050	19	*	X2155	6249	122755981	122907116	151136	-	0	inside	65	CLIP1
chr12	122907067	122907088	22	*	X2156	6249	122755981	122907116	151136	-	0	inside	27	CLIP1
chr12	122985391	122985409	19	*	X2157	55596	122956146	122985543	29398	-	0	inside	133	ZCCHC8
chr12	123011125	123011182	58	*	X2158	9735	123011809	123110947	99139	+	626	upstream	626	KNTC1
chr12	123380826	123380862	37	*	X2159	79720	123349875	123380712	30838	-	113	upstream	113	VPS37B
chr12	123465128	123465394	267	*	X2160	51329	123464880	123467460	2581	+	0	inside	247	ARL6IP4
chr12	125052310	125052494	185	*	X2163	9612	124808957	125052010	243054	-	299	upstream	299	NCOR2
chr12	125398535	125398972	438	*	X2165	100847004	125400093	125400205	113	+	1120	upstream	1120	MIR5188
chr12	133338884	133339018	135	*	X2173	23141	133302254	133338451	36198	-	432	upstream	432	ANKLE2
chr13	22245336	22245338	3	*	X2177	2254	22245215	22278640	33426	+	0	inside	120	FGF9
chr13	25087028	25087040	13	*	X2179	143	24995069	25086948	91880	-	79	upstream	79	PARP4
chr13	25875854	25875861	8	*	X2180	9818	25875666	25916561	40896	+	0	inside	187	NUP58
chr13	26796198	26796224	27	*	X2183	6049	26706253	26796508	90256	-	0	inside	283	RNF6
chr13	26796237	26796443	207	*	X2184	6049	26706253	26796508	90256	-	0	inside	64	RNF6
chr13	26796536	26796692	157	*	X2185	6049	26706253	26796508	90256	-	27	upstream	27	RNF6
chr13	27998506	27998532	27	*	X2186	2971	27998681	28009846	11166	+	148	upstream	148	GTF3A
chr13	28713480	28713496	17	*	X2187	100288730	28710980	28713311	2332	-	168	upstream	168	PAN3-AS1
chr13	31191497	31191625	129	*	X2189	10208	31191830	31233686	41857	+	204	upstream	204	USPL1
chr13	31191497	31191625	129	*	X2189	3146	31032879	31191510	158632	-	0	overlapStart	0	HMGB1
chr13	41634317	41634332	16	*	X2193	11193	41635697	41658139	22443	+	1364	upstream	1364	WBP4
chr13	41634888	41634931	44	*	X2194	11193	41635697	41658139	22443	+	765	upstream	765	WBP4
chr13	41885470	41885530	61	*	X2195	79612	41885341	41951166	65826	+	0	inside	128	NAA16
chr13	42535092	42535239	148	*	X2196	100507240	42535305	42555701	20397	+	65	upstream	65	VWA8-AS1
chr13	42535092	42535239	148	*	X2196	23078	42140961	42535221	394261	-	0	overlapStart	0	VWA8
chr13	45914617	45914992	376	*	X2200	100190939	45915480	45965618	50139	+	487	upstream	487	TPT1-AS1
chr13	50699713	50699758	46	*	X2201	8847	50556688	50699677	142990	-	35	upstream	35	DLEU2
chr13	50700014	50700021	8	*	X2202	8847	50556688	50699677	142990	-	336	upstream	336	DLEU2
chr13	52027819	52027831	13	*	X2203	26512	51935701	52027275	91575	-	543	upstream	543	INTS6
chr13	91999536	91999583	48	*	X2207	407975	92000074	92006829	6756	+	490	upstream	490	MIR17HG
chr13	91999735	91999753	19	*	X2208	407975	92000074	92006829	6756	+	320	upstream	320	MIR17HG
chr13	91999902	92000097	196	*	X2209	407975	92000074	92006829	6756	+	0	overlapStart	0	MIR17HG
chr13	99852860	99852895	36	*	X2214	100289373	99848628	99853011	4384	-	0	inside	115	UBAC2-AS1
chr13	99852860	99852895	36	*	X2214	337867	99852679	100038753	186075	+	0	inside	180	UBAC2
chr13	107220336	107220418	83	*	X2216	55082	107195662	107220514	24853	-	0	inside	95	ARGLU1
chr13	113242326	113242411	86	*	X2221	10426	113139328	113242481	103154	-	0	inside	69	TUBGCP3
chr13	113242493	113242756	264	*	X2222	10426	113139328	113242481	103154	-	11	upstream	11	TUBGCP3
chr13	114144845	114144920	76	*	X2223	55002	114145308	114204544	59237	+	387	upstream	387	TMCO3
chr13	114144845	114144920	76	*	X2223	55208	114110134	114145023	34890	-	0	inside	102	DCUN1D2
chr13	115080093	115080204	112	*	X2225	283489	115079965	115092803	12839	+	0	inside	127	CHAMP1
chr14	20923406	20923449	44	*	X2226	328	20923290	20925931	2642	+	0	inside	115	APEX1
chr14	20923406	20923449	44	*	X2226	55644	20915207	20923267	8061	-	138	upstream	138	OSGEP
chr14	21151055	21151072	18	*	X2234	283	21152336	21162345	10010	+	1263	upstream	1263	ANG
chr14	21151055	21151072	18	*	X2234	6038	21152336	21168758	16423	+	1263	upstream	1263	RNASE4
chr14	21152078	21152093	16	*	X2235	283	21152336	21162345	10010	+	242	upstream	242	ANG
chr14	21152078	21152093	16	*	X2235	6038	21152336	21168758	16423	+	242	upstream	242	RNASE4
chr14	21852091	21852191	101	*	X2237	11198	21819631	21852425	32795	-	0	inside	233	SUPT16H
chr14	24563527	24563675	149	*	X2238	5106	24563483	24573339	9857	+	0	inside	43	PCK2
chr14	31028256	31028357	102	*	X2243	55632	31028329	31089046	60718	+	0	overlapStart	0	G2E3
chr14	31028377	31028431	55	*	X2244	55632	31028329	31089046	60718	+	0	inside	47	G2E3
chr14	31028465	31028480	16	*	X2245	55632	31028329	31089046	60718	+	0	inside	135	G2E3
chr14	31676637	31676829	193	*	X2246	25831	31569324	31676915	107592	-	0	inside	85	HECTD1
chr14	33407661	33407751	91	*	X2248	64067	33408459	34273382	864924	+	707	upstream	707	NPAS3
chr14	35183679	35183764	86	*	X2251	1073	35179588	35184029	4442	-	0	inside	264	CFL2
chr14	35451588	35451673	86	*	X2252	6729	35452104	35498773	46670	+	430	upstream	430	SRP54
chr14	35873784	35873792	9	*	X2253	4792	35870716	35873960	3245	-	0	inside	167	NFKBIA
chr14	37641179	37641790	612	*	X2254	100129794	37641231	37642998	1768	+	0	overlapStart	0	SLC25A21-AS1
chr14	37641179	37641790	612	*	X2254	89874	37147126	37641865	494740	-	0	inside	74	SLC25A21
chr14	39736567	39736624	58	*	X2255	100288846	39734907	39736265	1359	-	301	upstream	301	LOC100288846
chr14	45366508	45366663	156	*	X2257	122525	45366507	45376460	9954	+	0	inside	0	C14orf28
chr14	45605185	45605236	52	*	X2258	2287	45584802	45604009	19208	-	1175	upstream	1175	FKBP3
chr14	45605185	45605236	52	*	X2258	57697	45605136	45670093	64958	+	0	inside	48	FANCM
chr14	45605262	45605454	193	*	X2259	2287	45584802	45604009	19208	-	1252	upstream	1252	FKBP3
chr14	45605262	45605454	193	*	X2259	57697	45605136	45670093	64958	+	0	inside	125	FANCM
chr14	50320775	50320780	6	*	X2262	9147	50033027	50319539	286513	-	1235	upstream	1235	NEMF
chr14	50698390	50698607	218	*	X2268	6655	50583846	50698099	114254	-	290	upstream	290	SOS2
chr14	50698648	50698658	11	*	X2269	6655	50583846	50698099	114254	-	548	upstream	548	SOS2
chr14	51134845	51135416	572	*	X2273	60485	51100298	51135071	34774	-	0	overlapStart	0	SAV1
chr14	51562397	51562441	45	*	X2274	114088	51441981	51562422	120442	-	0	overlapStart	0	TRIM9
chr14	51562470	51562553	84	*	X2275	114088	51441981	51562422	120442	-	47	upstream	47	TRIM9
chr14	52780494	52780561	68	*	X2276	5732	52781016	52795322	14307	+	454	upstream	454	PTGER2
chr14	53162162	53162323	162	*	X2277	30001	53108605	53162419	53815	-	0	inside	95	ERO1A
chr14	53619863	53619885	23	*	X2279	80821	53503458	53620046	116589	-	0	inside	160	DDHD1
chr14	53619916	53619934	19	*	X2280	80821	53503458	53620046	116589	-	0	inside	111	DDHD1
chr14	55033313	55033320	8	*	X2282	23034	55034330	55260033	225704	+	1009	upstream	1009	SAMD4A
chr14	58895029	58895047	19	*	X2283	26520	58875370	58894232	18863	-	796	upstream	796	TIMM9
chr14	58895098	58895199	102	*	X2284	26520	58875370	58894232	18863	-	865	upstream	865	TIMM9
chr14	60558889	60559071	183	*	X2285	64430	60558629	60635851	77223	+	0	inside	259	PCNX4
chr14	61448128	61448169	42	*	X2286	145389	61447832	61550451	102620	+	0	inside	295	SLC38A6
